Exported by,ExportComments.com,,,,,,,
Source URL,https://www.instagram.com/reel/CvFRyO7gA-1/?igsh=MWo0YzlsOXgwMGs0Nw==,,,,,,,
Timezone,UTC,,,,,,,
,,,,,,,,
Some Comments may not appear here because of their privacy settings,,,,,,,,
,,,,,,,,
,,Name,Username,Profile ID,Date,Likes,Comment,(view source)
14,,pranavmahapatra,,6108952088,24/07/23 19:29:51,,"@frank_lo_strano all good, but she basically said that the visible matter is 20% and 80% is (dark matter + dark energy) or “we don't know what it is”",view comment
15,,frank_lo_strano,,41093644946,24/07/23 19:37:31,,"@pranavmahapatra no, she said that when talking about matter (not energy) 20% is baryonic and 80% is dark matter",view comment
16,,savagelante,,10206035879,24/07/23 20:27:45,,????,view comment
17,,savagelante,,10206035879,24/07/23 20:28:12,,"How can I apply, please?",view comment
18,,st3212312,,1519640567,25/07/23 12:21:07,,Dark matter is a matter with Butt ??,view comment
19,,juliano.jls,,5600138090,25/07/23 23:27:51,,??,view comment
20,,forhnii_m_kamara,,56222691505,26/07/23 15:24:06,,Even the Universe using the 80/20 rule????,view comment
21,,s23hee,,58388344733,26/07/23 19:20:48,,??,view comment
22,,s23hee,,58388344733,26/07/23 19:20:50,,???.,view comment
23,,s23hee,,58388344733,26/07/23 19:20:53,,??,view comment
24,,s23hee,,58388344733,26/07/23 19:20:55,,??,view comment
25,,s23hee,,58388344733,26/07/23 19:20:59,,??,view comment
26,,s23hee,,58388344733,26/07/23 19:21:01,,??,view comment
27,,s23hee,,58388344733,26/07/23 19:21:03,,??,view comment
28,,s23hee,,58388344733,26/07/23 19:21:04,,??,view comment
29,,s23hee,,58388344733,26/07/23 19:21:14,,?????????,view comment
30,,s23hee,,58388344733,26/07/23 19:21:17,,???,view comment
31,,ridings02,,5682697652,30/07/23 21:53:56,,This is just what big dark matter wants you to think so they can sell more dark matter,view comment
32,,jaimeeeee_jr,,8237200380,31/07/23 14:37:42,,??,view comment
33,,sattar9356,,4440368084,02/08/23 11:31:46,,"Amazing dark matter n equally amazing is the effort to explain, explore and investigate it, for which a big hand for mit n it’s students",view comment
34,,zinoname,,2387146570,06/08/23 16:18:48,,??,view comment
35,,hp_1__,,8426242031,16/08/23 11:53:51,,"@mandinga37 we can see the affect dark matter has on the universe due to gravity even though we cannot see it. We came up with dark matter because the mass in the universe that we can observe shouldn’t “produce” enough gravity for galaxies to stay together, so there must be a form of non observable matter “holding” the universe together.",view comment
36,,hp_1__,,8426242031,16/08/23 11:57:07,,@3tmn yeah it’s called theory for a reason,view comment
37,,ademkhalil13,,1423780552,16/08/23 14:23:43,,"And fun fact Einstein ""mistakenly"" discovered it",view comment
38,,francesco.bondini,,3663734774,17/08/23 16:14:16,,"@hp_1__ no, wait. In science the word theory doesn't refer to something that hasn't been proven. The word theory is something that describes WHY something happens (big bang theory explaining why of the expansion, relativity theory explaining why gravity), as opposed to LAW which is something that describes HOW something happens (Newton's gravitational law only described how gravity happens under some limitations, not why there is gravity). So in science the world THEORY still referees to something that has been proven multiple times. It is NOT something that has no proof.",view comment
39,,ucefkh,,3967462720,17/08/23 23:31:14,,I think it's 79% not 80%,view comment
40,,yash_.porwal,,27013365406,18/08/23 04:39:15,,Well 20% is not a real value i guess,view comment
41,,mundu_ni_waweru,,44768319046,18/08/23 12:47:15,,Are blackholes dark matter or just matter?,view comment
42,,1420_caperzap,,55897330333,18/08/23 13:42:38,,"@hp_1__ I think we can calculate it by the gravitational lensing. if the universe enough mass then gravitational lensing equation should satisfy ,but if not then we can calculate the missing mass. Same for the acceleration of the universe and the gravitational equation.",view comment
43,,hp_1__,,8426242031,18/08/23 13:46:33,,@1420_caperzap wow that’s awesome!! All my knowledge is based on my A level physics so I’ll try get a better understanding. Thanks??,view comment
44,,ridings02,,5682697652,18/08/23 21:52:03,,@tkost0 I’m married to the grind,view comment
45,,gabriel.grndjn,,39600867166,19/08/23 00:46:11,,"@living_dead_repeat Blackholes are made of matter. They're black because their gravity is so strong it pulls light away from our eyes. Dark matter is a concept that has not been proven, which could explain why our equations don't work with spinning galaxy. To be simple, galaxies need a specific mass in order to be stable, but our equations say that they're only 20% of what they should be. Some people say our equations don't work on galaxies, and others say our equations works, but we need to add something we don't know it exists to make them works",view comment
46,,mundu_ni_waweru,,44768319046,19/08/23 05:18:41,,"@gabriel.grndjn  when gravity is, it bends the curvature of space, when applied in excess as is the case of black holes, it tears a hole in space, is this direction of curvature formation between different bodies in a similar direction and is the existence of gravity the attraction of this existing bodies to the curvature of space by an unknown mass on the other side of the curvature. Could this be where objects pulled by black holes end up and if it makes 80% of the universe could we be orbiting it as a universe.",view comment
47,,s1mply.nimish._.0,,19628258777,19/08/23 05:18:59,,"It would take billions of years to travel the whole universe even if we travel with the speed of light. So, pretty sure that we are nowhere close to studying even 10% of the observable universe. We've studied 20% of our solar system. Not even our galaxy.",view comment
48,,aliumarr.3,,2279498133,19/08/23 06:44:55,,"But isn't the massive mass of an object causing rip in space and time fabric, creating gravity?",view comment
49,,haseebkhan6402,,44982974596,19/08/23 19:37:17,,Does it really matter?,view comment
50,,danie.767,,52964984699,20/08/23 17:04:00,,Ameri?@duli,view comment
51,,herrphysiker,,2313729854,21/08/23 11:33:30,,"""Dark matter"" is so a misleading term, it should be named ""invisible matter""",view comment
52,,iam_hmkd,,53657316027,22/08/23 01:23:18,,So we’ve discovered 20% of the universe but only 5% of our own oceans? ??,view comment
53,,pryajn_malhotra,,43062952336,23/08/23 08:07:20,,Dark matter is a matter that is dark ??,view comment
54,,mr.banerjeehimself,,4037693407,23/08/23 10:08:10,,Fascinating,view comment
55,,switchxhands,,49798420189,24/08/23 05:18:05,,How did you know that it is dark?  Or it is a matter?,view comment
56,,hellotan90,,52766965773,25/08/23 09:22:29,,This is so interesting! The universe is truly full of @mit .,view comment
57,,jamesgluz,,1446297438,25/08/23 12:19:41,,"and know how you define ""creates gravity"" 1. dark matter has a gravitation field. 2. dark matter is what allows  matter to generate a gravitational field.",view comment
58,,mercuriimors,,48984450,25/08/23 17:17:56,,I would like to hypothesize that dark matter is in a completely different time field or zone or reality than us so beyond us in a way that we cannot observe it.,view comment
59,,erthlouis,,50829524014,26/08/23 09:11:50,,,view comment
60,,shrey.sgh,,45173343073,26/08/23 17:45:05,,@am_aashish78,view comment
61,,dillon_perfectmyself1111,,6215506960,27/08/23 05:09:31,,Great,view comment
62,,davinuzza,,7277599230,27/08/23 15:08:47,,"I know maybe this is wrong but In my opinion ( if i can speak ) let's think dark matter is gravity it self and you can imagine it like atmosphere, more further you from the surface the thin-er ( less-er ) the effect on you. So you can explain why some area in our universe have a unknown field of gravitation force but not attached in regular mater whatsoever cause it doesn't absorb photon",view comment
63,,paul17.98,,4535217862,28/08/23 00:53:08,,Where's the full video?,view comment
64,,lionelkrupka,,2967886939,28/08/23 04:52:59,,@paul17.98 let us know if you find it !,view comment
65,,croissants.and.coffee,,320844854,29/08/23 01:06:44,,"I hate this whole link tree trend. It actually turns me off of subscribing. It's fine for onlyfans models, nit for a science channel. Step-1 watch the reel, step-2 read the description ; description says watch the whole video link in bio, Step-3 Go to bio, Step-4 Bio has link tree link, Step-5 open browser and go to collection of links Step-6 Go to website that has the video Step-7 Finally watch it.  NO THANKS!!",view comment
66,,harshgodara84,,4111036917,29/08/23 20:24:46,,"How do you know it's only 20% when you dont know what 100% is , maybe its just 1%",view comment
67,,albertsongman,,58691118538,29/08/23 22:09:06,,Dark matter & energy is probably inter dimensional substance that we don’t have the equipment to truly observe.,view comment
68,,rouba_per_se,,59706509947,30/08/23 17:40:09,,??,view comment
69,,dreissman1,,1983115046,02/09/23 07:11:41,,Sorry but you think you know 20%? Is this a joke?,view comment
70,,andrew.ventura,,60128381398,02/09/23 18:45:46,,I do not,view comment
71,,simon.wheal,,9214949876,07/09/23 07:39:12,,"@masihkabiri1 why would you trust a god that created cancer? Nope, never used that phrase, never will",view comment
72,,buttercup5547,,54821476430,09/09/23 20:01:55,,?? ?? ??,view comment
73,,coldwindofdecember,,31230183683,21/09/23 04:46:09,,Actually that 20% might be just 1%,view comment
74,,dockamalnabha,,7843331559,22/09/23 16:36:09,,"Wrong, dark matter makes up 95.1% of the universe. Everything we have ever studied makes up only 4.9%",view comment
75,,hastiamiri20,,1947735845,26/09/23 13:19:33,,??,view comment
76,,caroline_pal.mer,,6253362151,27/09/23 07:43:46,,@frank_lo_strano so basically dark matter is the stuff we don’t know?,view comment
77,,frank_lo_strano,,41093644946,27/09/23 11:17:30,,"@caroline_pal.mer we don't know much about dark stuff in general, even tho there are some theories both for dark energy and for dark matter. They're still not convincing nor proven",view comment
78,,noooon.12.11,,60829642768,30/09/23 09:16:17,,"So why is  light absorbed by black holes, if dark matter doesn't absorb light?",view comment
79,,edmacieje,,4456929319,30/09/23 11:42:53,,No. Dark matter is a fudge factor to hide the fact that general relativity has a flaw which morons have elevated to a religion.,view comment
80,,achromicboy,,62450769819,17/10/23 00:36:20,,There is NO proof and NO evidence about the properties of dark matter,view comment
81,,everestjumper,,56043143378,19/10/23 14:24:50,,"…one word, WOW, AMAZING I AM AT A LOST FOR WORDS, I wanna know just what is out there.
Thank for all your help",view comment
82,,andre_gomes_sci,,54385241689,12/11/23 21:01:08,,"Why people keep saying that Dark Matter is matter? There are alternative hypothesis such as MOND that doesn't requires matter. They say it's matter as they knew it, which is not true!",view comment
83,,greatnessbaby805,,61852313419,14/11/23 19:19:40,,"I know of Dark Matter and it Particles,,., life’s biggest question ?????",view comment
84,,higgs_boson666,,44695005841,18/11/23 20:07:34,,@tristis_mercurii  sir/mam I am very interested  if you mind explain  it to me,view comment
85,,higgs_boson666,,44695005841,18/11/23 20:10:49,,"I totally disagree that we know 20% of the universe because for knowing 20% of the universe. We shouldn't know what is the 100% of our universe. We don't know what are the limits of the universe. And big Bang is just a hypothesis.
So, according to me we don't even 10×10-?? percent of the universe is Because we don't even know the limits of the universe. So a thing which is a limitless show. We can't like say what our knowledge is a twenty percent The universe",view comment
86,,mercuriimors,,48984450,19/11/23 03:56:59,,"@higgs_boson666 I’ll do my best, do you understand the theory of relativity? If so think of it as an extension of relativity, the dark matter is there because we can understand that it’s energetic effects are there, but we cannot observe it because it is beyond our relative perspective if that makes sense. Therefore we are in a slower or faster time field than dark matter. Just as we cannot physically see the past or future we cannot see dark matter but understand it is there.",view comment
87,,mercuriimors,,48984450,19/11/23 04:04:50,,"@higgs_boson666 I would like to think dark matter is in the “faster” time field relative to us because if it does not absorb or reflect light then it could be because it is outside of the effects of light particles, and anything beyond the speed or effect of light is usually because it is outside of what we perceive as time itself. Which is why I think we can’t observe dark matter. :)",view comment
88,,higgs_boson666,,44695005841,19/11/23 05:53:34,,@tristis_mercurii got it totally  understood,view comment
89,,higgs_boson666,,44695005841,19/11/23 05:58:23,,@tristis_mercurii but don't you think  to change  in time field we need gravity  and gravity cause  due to mass and if there is mass we should  know  that  right,view comment
90,,mercuriimors,,48984450,19/11/23 14:26:16,,"@higgs_boson666 yes, but not completely necessary. Gravity is a powerful form of energy, but to move through time you can use gravity but really all you need is energy. Light is energy too and sound for example there are more complex forms of energy that I am in no way an expert on, but if we could find the right type of energy particles we could possibly explore time and dark matter further. Or maybe we could create a gravity engine and use that to conquer time? :)",view comment
91,,higgs_boson666,,44695005841,19/11/23 17:12:36,,@tristis_mercurii great  sorry  for my Dum question  I am  16 year old kid,view comment
92,,mercuriimors,,48984450,19/11/23 17:36:11,,"@higgs_boson666  it is not dum, and you are smart to ask such questions. It is incredibly interesting subject most people don’t even think about. I enjoy our conversation very much:)",view comment
93,,higgs_boson666,,44695005841,19/11/23 17:38:23,,@tristis_mercurii  thanks  for all that knowledge  and after this conversation  I will start my new research  paper on it,view comment
94,,mercuriimors,,48984450,19/11/23 17:52:52,,@higgs_boson666 wonderful! I hope your research takes you to big places and answers to some questions of the universe we live in:) ??,view comment
,,,,,,,,
