Exported by,ExportComments.com,,,,,,,
Source URL,https://www.instagram.com/reel/C5i-ludtRUa/?igsh=b3A3Ynd5YTN1bDI1,,,,,,,
Timezone,UTC,,,,,,,
,,,,,,,,
Some Comments may not appear here because of their privacy settings,,,,,,,,
,,,,,,,,
,,Name,Username,Profile ID,Date,Likes,Comment,(view source)
20,,oliverarmstrong3481,,4129541578,10/04/24 19:45:56,,@ke_yhw YOU ARE PROOF ??,view comment
21,,ke_yhw,,50526597760,10/04/24 20:19:16,,"@swavydre20 ,religion=knowledge,logically acknowledged pre knowledge THAT you can not KNOW=Heb.11:1=SCIENCE.. .WHO KNOWS ?",view comment
22,,swavydre20,,25575373087,10/04/24 20:26:24,,"@ke_yhw religion doesn’t equal knowledge because nothing backs up anything yall say about it, yall just look at something and say oh god did it lol.",view comment
23,,tessgretten,,54830008036,11/04/24 03:13:42,,"@emersonmcz74 that is entirely possible, but also ?? opinion.",view comment
24,,tessgretten,,54830008036,11/04/24 03:13:55,,@talkciscity what lie?,view comment
25,,talkciscity,,55942668056,11/04/24 04:20:58,,@tessgretten oh you weren't listening?,view comment
26,,centenarianbound,,51044055236,11/04/24 04:26:57,,"Guesses , theories, ??. Admit it, God created the universe period. Thank you my loving God. ????",view comment
27,,rextalon,,3045240618,11/04/24 04:51:44,,@ke_yhw schizophrenia?,view comment
28,,ke_yhw,,50526597760,11/04/24 12:26:39,,@rextalon igno-arroganzia.. .,view comment
29,,mazennoor1,,64813293066,11/04/24 13:13:57,,"90% of the matter in the universe is hydrogen gas , 10% dust which we call it a  new particles",view comment
30,,mazennoor1,,64813293066,11/04/24 13:16:33,,@emersonmcz74 God the creator of everything with his hand,view comment
31,,xxtjkxx,,513060156,12/04/24 06:19:19,,Yh but wat is dark matter,view comment
32,,dd_davidd,,1548628092,12/04/24 08:49:54,,"Everything we know about in the Universe, all the galaxies etc., adds up to only around 3% of everything there is. The rest is totally unknown to us and is therefore ""dark"" to us (i.e. is unknown).",view comment
33,,dd_davidd,,1548628092,12/04/24 08:50:33,,@shortye30 ??,view comment
34,,mazennoor1,,64813293066,12/04/24 09:01:08,,@dd_davidd  the rest is hydrogen gas clouds and dust and there is no dark energy but there is a  cosmic sphere cover around intire universe,view comment
35,,vincent_h_chamberlain,,3021246192,12/04/24 15:45:34,,"@ke_yhw it can. Coincidences are just that, coincidences. Something that just so happens to happen, no further meaning behind it. You think there’s a god because you ran into your friend from kindergarten at the store yesterday? You need to find your brain, it’s lost",view comment
36,,grayson_g24,,196999544,12/04/24 21:14:43,,@ke_yhw bro has 1 brain cell,view comment
37,,scihum,,60177506715,13/04/24 03:10:54,,And where did your god come from?,view comment
38,,reush,,5455933,13/04/24 14:17:19,,"Lmao you can’t be serious. Loving? Also, you clearly don’t under what a scientific theory is. There’s zero evidence for a god (of the thousands that have been created by the human imagination). There is however, plenty of evidence to back up what this man is saying. You’re part of a cult",view comment
39,,itsjudemydude_,,57262987098,13/04/24 19:51:58,,"@ke_yhw this isnt even ABOUT biological evolution, but since you brought it up, evolution by natural selection is indeed a fact",view comment
40,,itsjudemydude_,,57262987098,13/04/24 19:52:59,,@talkciscity he ADMITS its conjecture. what are you yappin about lmao,view comment
41,,shawnf_71,,3157133811,15/04/24 04:23:11,,What's odd is that we can see galaxies that appear to be devoid of dark matter,view comment
42,,hill.song12345,,58035109476,15/04/24 11:23:44,,@scihum where did you as a sperm come from? The dna of man. Man made in gods image. If you want to know where god came from then tell me where you came from?  Where did the first man come from?? God is real and way too intricate for mans calculations and mental understanding- just accept.,view comment
43,,hill.song12345,,58035109476,15/04/24 11:34:10,,"@alexander.the.mediocre no he means consciousness . If you are asleep or on drugs  none of it exists. The sky and land is only real in your mind. Wow- life is a mental alertness . If we don’t get to be  born human, nothing else will know that planets are really there. It’s just us that know and can have ability to see it. Us- who are made in  a super spirits  image. We are the alpha of the world.",view comment
44,,scihum,,60177506715,16/04/24 05:27:58,,"@hill.song12345 I am the result of billions of years of evolution. So are you. There was no “first man”. We evolved as a species from earlier species. The idea that we are made in the image of some imaginary deity is ludicrous. In my opinion, just accepting the beliefs of ignorant men who lived thousands of years ago is silly. I will never do that. The only way to understand reality is through evidence and rational thought tempered by humility and kindness.",view comment
,,,,,,,,
