Exported by,ExportComments.com,,,,,,,
Source URL,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi,,,,,,,
Timezone,UTC,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Name,Username,Profile ID,Date,Likes,Comment,(view source)
60,,zishi_wazir,,49652840076,13/04/24 17:03:12,,Actually we are just after light .. we assume darkness the absence of light .. no scientist had ever worked about the reality of dark energy.. as it is more superior than light,view comment
61,,masnun_j19.06,,46531492685,13/04/24 17:27:59,,Plz ab ye sab cheez syllabus add kar ke hame aur confuse mat kar na??,view comment
62,,khubayb_96,,30312388811,13/04/24 17:58:23,,what dark matter and energy made of,view comment
63,,gkkhanna79,,13451389561,13/04/24 18:39:36,,Wasnt that image is shivling,view comment
64,,vmehmet01,,22253097698,13/04/24 22:05:56,,+What is the dark matter? -??,view comment
65,,ig.asit,,44680894465,14/04/24 08:18:39,,What is dark matter n energy?,view comment
66,,hafza_ghaffar,,49581532388,14/04/24 08:56:34,,What is dark matter and dard energy?,view comment
67,,1095th.fire,,49351902295,14/04/24 16:54:06,,"All the problem connected gravity makes mass density =)
It's not chemistry. Just Physics.",view comment
68,,_whoisfasi,,44589244850,14/04/24 22:58:28,,Matter is made up of small particles like electrons protons and neutrons and these are collectively called atom??,view comment
69,,chemist_.the7,,55951571884,15/04/24 04:03:09,,??????????????,view comment
70,,umershehzad989,,64124137075,15/04/24 07:46:26,,No we are 0.000000000000000000000000000000000000000000000000000000000000000000000000001 Pico meter,view comment
71,,__robiul_2008__,,64022165358,15/04/24 08:18:09,,12 th fail??,view comment
72,,paviz_paru,,65647852493,15/04/24 09:26:12,,Wasn't Dark Matter made up of atoms ? ??Why ?,view comment
73,,tamannasiag,,37725612307,15/04/24 17:15:50,,@_poojasiag ????,view comment
74,,olaoluwinfunke,,46123684737,17/04/24 03:45:53,,Everything in the universe is equaled to 4.,view comment
75,,vishalyaduvanshi_36_9,,54696697934,17/04/24 10:14:50,,Mai jo yeh bt 8th mei janta tha ????,view comment
76,,elegance_essentialpk,,64110285997,17/04/24 16:06:37,,Then from which thing dark energy and dark matter is made?,view comment
77,,adeltarekelsheikh,,64282619907,18/04/24 19:37:55,,,view comment
78,,talal.aslam.1,,49244948661,18/04/24 20:14:22,,so what is dark matter and dark energy can anyone explain?,view comment
79,,sofi_willayat07,,14474154030,19/04/24 03:29:17,,@spacy_astro  is this true if this is true so I am going to tell this question to my chemistry teacher,view comment
80,,spacy_astro,,61641692449,19/04/24 09:20:32,,@talal.aslam.1 dark matter is the the matter that has gravitational field and holding the universe together and dark energy is the force that is helping the universe to expand...,view comment
81,,spacy_astro,,61641692449,19/04/24 09:22:03,,@vishalyaduvanshi_36_9 lol,view comment
82,,_._.merab,,48174600544,19/04/24 12:17:13,,So...this means we are nothing!,view comment
83,,josip_robo,,27756377125,19/04/24 19:22:01,,What to say?,view comment
84,,legendaryy_boss,,46094852384,19/04/24 19:37:37,,When you don't know why you went to school anyway,view comment
85,,sharad_modak04,,57546256634,20/04/24 06:13:27,,Ok... I am quitting classes????,view comment
86,,eternus07,,62784326574,20/04/24 08:32:12,,@kadenpence53 How do you know that the universe is infinite?,view comment
87,,ayana_azrin_1020,,27988265037,20/04/24 10:40:56,,Mjhe to science ki bht sari batein man ghadat lgti h????,view comment
88,,samsheer.ai,,65283651935,20/04/24 13:00:43,,Dark matter is blank or empty space ??. There is nothing,view comment
89,,akashkashyap2108,,39067090844,20/04/24 15:31:12,,So until you can't get an equation for dark matter and energy I am going to use the Avogadro number for solving the problem,view comment
90,,mahalakshmi.r.140,,39561128470,20/04/24 15:44:28,,Malekith was Right??,view comment
91,,mahalakshmi.r.140,,39561128470,20/04/24 15:44:40,,Dark Elves were Right??,view comment
92,,rijgersbergpatricia,,8335558590,20/04/24 17:49:17,,They said I was crazy ??,view comment
93,,s.moh_n,,60868013859,20/04/24 21:17:45,,What is that dark matter and dark energy made of?,view comment
94,,mood.in_aesthetic,,60099162691,21/04/24 01:56:03,,"Bruh, we made up 0.03% of the universe,of the universe, which is bigger than it seems. That's rare that we're still not preserving our faith in the life that God gave us. God could have made us 0.00000000000003% of the universe, because no one knows how big the universe is.",view comment
95,,shullf4fwildcat,,6718782254,21/04/24 03:27:15,,There is no proof dark matter exists. Dark Energy we know because it has gravitational effects. Dark Matter is only a theory.,view comment
96,,sawansinghrajput88,,60324845427,21/04/24 03:33:38,,"From which the Interstellar space made ,is it completely empty ,did it come in existence after big bang ,means before big bang space didn't existed ,if it is right then in which  our universe is expanding??",view comment
97,,jenishamoktan123,,37267149919,21/04/24 05:49:22,,What is dark matter made from,view comment
98,,cherry_abate,,3230559317,21/04/24 06:02:53,,"If you are right , our petro-chemicall refinery and chemical lab such as pharmacology lab , biochemical , nuclear power plant , nuclear medicine should not be right . Could you justify any of this science behind deep ?",view comment
99,,vikaskumar_18,,8490988367,21/04/24 08:18:17,,????,view comment
100,,the_would_be_king_14,,55993481036,21/04/24 08:45:37,,@will_ow_the_wisp_ nope degree in blabberology????,view comment
,,,,,,,,
