,,Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,Profile ID,Comment ID,Comment URL
20,,@alimin8r201,19/03/2024 23:44,0,no,no,"Of course there's no dark matter! None was ever detected after a waste of literally hundreds of millions of dollars!! It's easily explained by another force that is hard to perceive- Electricity and magnetic fields. Look to the often ignored just as valid theories of Alfven, Thornhill, and Birckelund. While we're debunking false assumptions let's get rid of the so called Big Bang Theory that is treated like settled science- remember the word ""theory"" is not a law.",UC0p6iCD2Hn5F25PyvpvTNuA,UgwecaUUfzCSS2JD8Nh4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwecaUUfzCSS2JD8Nh4AaABAg
21,,@joshwoodward2874,20/03/2024 0:20,0,no,no,Dark matter has always been crap,UCqtc0ZM4thM-kBSIFpRZIsA,Ugwc77IJOIqgL1-gVuh4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugwc77IJOIqgL1-gVuh4AaABAg
22,,@herbertfawcett7213,20/03/2024 0:22,0,no,no,Seems simpler.,UC2TnFdqPnVmADa0AB78mpsg,UgxUwa2G4zOdGmcyzkN4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxUwa2G4zOdGmcyzkN4AaABAg
23,,@jackiebeene9609,20/03/2024 0:50,0,no,no,Finally someone has done the actual research on this.,UCfcVB6mxsnVPAzZPA1TALsQ,Ugxhg67-cyw1yakZ-iB4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugxhg67-cyw1yakZ-iB4AaABAg
24,,@OIII-IOOO,20/03/2024 2:16,0,no,no,"good video but dude, that last line needs some work 🙄",UCtVUS9iMtsFau5TUOXk6c7A,UgzAXPjy77gbxUO-K4p4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzAXPjy77gbxUO-K4p4AaABAg
25,,@JusticeLeGrand10101,20/03/2024 10:23,0,no,no,The theory of everything is time. Time is everything and everything is time. 0:42,UCzytWrZo7n5Un8KCO3FDkgQ,UgyRb9tNHNfZ00-Vf6F4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyRb9tNHNfZ00-Vf6F4AaABAg
26,,@user-do1qn4pj4w,20/03/2024 23:47,0,no,no,Wood Wood be wood,UCXiBy9jwXYnepNPZvKInIJg,UgxVn3AHfYgOmDU7tUh4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxVn3AHfYgOmDU7tUh4AaABAg
27,,@SuperChaoticus,21/03/2024 0:14,0,no,no,It’ll be kinda funny if all those scientists that have chased dark matter and dark energy for years have all been chasing their own tails.,UCuVH4HBPLbPBYDlaPjPMONA,UgySG11IhN1c74P4pWJ4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgySG11IhN1c74P4pWJ4AaABAg
28,,@malectric,21/03/2024 0:26,0,no,no,"Instead of waxing lyrical about the nature of science, how about simply presenting the theory and the facts? I for one wouldn't be upset to see dark matter and energy end up being completely dark and vanishing from their posited existence since beyond observations about their supposed effects on galactic motion etc., there are no hard observations to support their existence and to make matters worse, the contradictions which arise from trying to explain how something not directly observed can influence such huge bodies of  matter without a snigle clump of it being observed within out solar system.",UCbhy9e_EL3D2wD-RhhA1kqQ,Ugw2lPG1VISlL79OFF14AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugw2lPG1VISlL79OFF14AaABAg
29,,@alexbowman7582,21/03/2024 1:42,1,no,no,"What stops the Milky Way flying apart? It would be impossible to travel in a straight direction in the Galaxy, the many gravity fields warp space. These many, many gravity fields combine to bend space so much that space is bent inwards preventing objects from leaving.",UCS5MZAyMR4c2JPfs2yOd46Q,Ugy0mqK6tBS6EzZFizN4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugy0mqK6tBS6EzZFizN4AaABAg
30,,@aplyanon3422,21/03/2024 10:57,0,no,no,That Light experiences Space & Time is wonderful.  Light is just another thing similar to everything.,UCD7ZOocDBLCKUs46WaOjdPw,Ugxxz9BESPffSCpIv514AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugxxz9BESPffSCpIv514AaABAg
31,,@cesarkopp2,21/03/2024 13:32,0,no,no,"Dude, please improve the tone of your narration.
You sounded like these new IA.",UCNjCa-Q-N2VTN7lzm-y2BuA,Ugzy7NunWUS4qn33FZF4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugzy7NunWUS4qn33FZF4AaABAg
32,,@stevevrana3922,21/03/2024 18:16,0,no,no,Another AI video.,UCqd5Rfp4TSB-ms-it_KubXQ,Ugwx1DXRJ4QDabx-zzN4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugwx1DXRJ4QDabx-zzN4AaABAg
33,,@satanofficial3902,21/03/2024 21:00,0,no,no,"This universe is a sim. Scientific proof already exists that it is. A lot of it. A whole lot of a lot of a lot. Which makes sim denial illogical.

""Science"" that fails to take into account that this universe is a sim is now very, very, very extremely outdated. VERY extremely outdated. No ifs, no buts. Outdated.

""The laws of physics""... just another way of saying what's in the underlying programming code of this particular sim universe.

Pure logic dictates that it is illogical to be illogical.",UCnrHGIXovkLuXnfEcoNO7tQ,UgxLy2XmCiP8rlSZ6254AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxLy2XmCiP8rlSZ6254AaABAg
34,,@geofflewis8599,22/03/2024 4:42,0,no,no,"After all, the theory of 'Dark Matter' only does one thing - justifies our ignorance.",UCu8l_CylbpRSC5dniCSu8dQ,UgzHJd6HJzWZS0eVdbV4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzHJd6HJzWZS0eVdbV4AaABAg
35,,@johnnywinford7789,22/03/2024 5:46,0,no,no,They said they had some dark matter at some university for studies. If there's no such thing. How is it at a university for studies? CERN found it while f*cking with the gates of hell.,UCmy5Dhzd6PSj5RvoCGLv-VQ,Ugwh0zG-_ZkS83AtFYx4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugwh0zG-_ZkS83AtFYx4AaABAg
36,,@HenryZSpiegel,22/03/2024 6:07,0,no,no,My sense is that tired light is the right view.,UC6t5regRfdei4vczg-57Irw,UgwK7Bos9pHSAVSe8hx4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwK7Bos9pHSAVSe8hx4AaABAg
37,,@davemmar,22/03/2024 8:54,0,no,no,"Our ability to sense the universe revolves around the 5 main senses, plus things like our vestibular sense, sonar, magnetism, gravitational waves and other lesser senses.  But how can we determine the existence of other senses? Is dark matter maybe a state that has no known way to be detected to humans.",UCuCUHm2ts_OoCgGLNgFbong,UgwcQ8iwW6UzASePtjB4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwcQ8iwW6UzASePtjB4AaABAg
38,,@xxxYYZxxx,22/03/2024 11:03,0,no,no,"Dark matter is another aspect of ""rescaling"" implied by the inverted semi-model of an expanding universe, namely a static-scaled universe with virtually ""contracting"" objects and time scales. Only in a Dark-Age Clown World could laymen have figured this out while while the ""experts"" and ""authority figures"" are too busy fluffing each other to give a damn.  

""First, whereas it is ordinarily assumed that the sizes of material objects remain fixed while that of the whole universe “ectomorphically” changes around them, conspansion holds the size of the universe changeless and endomorphically changes the sizes of objects.  Because the universe now plays the role of invariant, there exists a global standard rate of inner expansion or mutual absorption among the contents of the universe (“cinvariance”), and due to syntactic covariance, objects must be resized or “requantized” with each new event according to a constant (time-independent) rescaling factor residing in global syntax.  Second, because the rate of shrinkage is a constant function of a changing size ratio, the universe appears from an internal vantage to be accelerating in its “expansion”, leading to the conspansive dual of a positive cosmological constant."" CTMU, by C.M.Langan",UC5p7dJ4PRUxRCrFpLoXvfoQ,UgwViKfsU6lzgNna_VZ4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwViKfsU6lzgNna_VZ4AaABAg
39,,@winningjubbly9712,22/03/2024 11:30,0,no,no,"Fine, but does this new theory explain the lack of galactic rotation curves?",UCQ4lF9uQE8cRzLEBul8yGrg,UgzANQOthUv9QqMy7EV4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzANQOthUv9QqMy7EV4AaABAg
40,,@dehilster,22/03/2024 12:23,0,no,no,Tired light has been proposed for years. It is true that nothing travels in the universe without effect. But this idea has been around for a long time.,UC74hy7yzvBciKpL4YHDev9w,UgxWZEay4fShfFWZEbx4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxWZEay4fShfFWZEbx4AaABAg
41,,@judewarner1536,22/03/2024 12:24,0,no,no,"It's ""coz-moss"", NOT ""coz-mose"". Incorrect pronunciation implies lack of education or lack of understanding, neither of which inspires trust.",UCuSctxLDMvxKMWaWgt4c8Gw,UgwnSL5jH5a3urL4UE94AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwnSL5jH5a3urL4UE94AaABAg
42,,@mjhzen8313,22/03/2024 16:11,0,no,no,"I wonder if we can blame the concept of ""dark matter"" on Plato?  After all, even though he championed human reason, he did split science into two camps: one that thinks mathematical equations describe the universe, and one that thinks mathematical equations rule the universe. I'm in the ""describe"" camp myself, so I'm not surprised that, since there has never been any proof ""dark matter"" exists, I'm about to watch a video on the suggestion that ""dark matter"" does not exist. :)",UC0nn01MMbB9BrFurx7J2DyA,Ugx1EZs0sTTHjcXmmZR4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugx1EZs0sTTHjcXmmZR4AaABAg
43,,@grant2989,22/03/2024 16:33,0,no,no,"So im smarter than scientists is what you’re saying? Bc I’ve been saying dark matter is stupid and made up for as long as I’ve heard of it, and now they admit it’s fake",UCydLwP5xPlFFMuKobaoN3JA,Ugw0SBnNSD2ar9nzZEx4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugw0SBnNSD2ar9nzZEx4AaABAg
44,,@BungayLad,22/03/2024 21:20,0,no,no,"As the cosmos ages, is it following a cycle which can be defined, or just moving on a journey where it has not gone before? What should we call that place that the Cosmos is entering ? A lot to ponder. 🤔",UC1QQjGc8gwWwhi7CVriIqlw,Ugye3f-wvTZvW-8h8LR4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugye3f-wvTZvW-8h8LR4AaABAg
45,,@horacelastname1426,22/03/2024 21:28,1,no,no,Very waffly and repetitive. Could've said it in about one minute.,UCZNdZFXEoAKKpiJoINp0HzA,Ugxe7Z1psVICGjE-Eq14AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugxe7Z1psVICGjE-Eq14AaABAg
46,,@anastasiabeaverhausen8220,22/03/2024 23:06,0,no,no,"Do we want to say we live in a ""tired light"" universe?",UCNQLL04NhJ7ylmstNqdtV2g,Ugz3A7wt6mzxjnjW1RF4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugz3A7wt6mzxjnjW1RF4AaABAg
47,,@pedrosura,23/03/2024 2:22,0,no,no,I thought this was BS all along. Red shift is not caused bu recessional velocities is the next shoe to drop. The Universe is not expanding,UC8FASwwPMembE7RG_VXjKYw,UgyxkIHeiuuVyGCRd_N4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyxkIHeiuuVyGCRd_N4AaABAg
48,,@garthreid7114,23/03/2024 4:09,0,no,no,"Black holes, dark matter, infinite space, blah blah blah, just a series of two word catch phrases, fashionable for a while, ever hopeful, ultimately doomed to disappointment. Wise up, the big bang, ' THEORY ', is science saying......we don't know.",UC66_WY3plZku3pJ2esryDHw,UgwrICys2Z2mveNb10l4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwrICys2Z2mveNb10l4AaABAg
49,,@rdbchase,23/03/2024 4:24,0,no,no,"""... dark matter has long been cast as one of the universe's led [sic] actors ..."" -- ""lead"" (/ lid /).  I'm sick of watching YouTube videos in which common words are mispronounced!",UC54sK3A_XKHgLPlBDL5XZ6A,UgwRTKLW0c5nf_hNwBh4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwRTKLW0c5nf_hNwBh4AaABAg
50,,@jpdemer5,23/03/2024 4:50,0,no,no,Sure would be nice if there was a single word explaining what this new theory is.   Classic example of AI-generated trash content.,UCQ1UYhlz_feF-hPYPuXFCaw,Ugwsv1PqHrDtjMYmx3t4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugwsv1PqHrDtjMYmx3t4AaABAg
51,,@WWeronko,23/03/2024 4:55,0,no,no,"Dark Matter, Dark Energy and most critically Cosmic Inflation are all based on a need to rationalize observations rather than a theoretical understanding of the universe and predictions based on that understanding. Frankly, common sense has not taken us far in Quantum Mechanics or the theory of the evolution of the universe.  Too much speculation founded on desperation to justify a career rather than any real understanding of what is going has led the scientific community down many a dark alley. I don’t claim to know anymore than anyone else.  But I do know BS when I smell it.",UCv6x8Uy-vi5h5OjPKFyWCVQ,UgxgjoXlCrEiTTIFI8d4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxgjoXlCrEiTTIFI8d4AaABAg
52,,@sadwingsraging3044,23/03/2024 8:07,0,no,no,"Dark Matter
Dark Energy
Dark McGuffin",UCJ6FOUEakbL4iioF34qAxRg,Ugy5wNNmCTU2Le1IDpp4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugy5wNNmCTU2Le1IDpp4AaABAg
53,,@JoshuaAugustusBacigalupi,23/03/2024 9:48,0,no,no,It would be great if this channel could put a link to the paper in the description.  You can find the paper on his Research Gate.  It is open access.,UCgVj3uKo0BIGFej1unvcG-g,UgyFrDf3DQtEoYTW4d54AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyFrDf3DQtEoYTW4d54AaABAg
54,,@claudiuspereira3194,23/03/2024 10:25,0,no,no,"******There are no black holes ,no black matter.  Electric Universe has been saying this for decades. ""standard "" scienists will never listen to common sense !******",UCcak5h9K3FEWrdRX3Hm94aA,UgyzUbFokwP2dvrDlQB4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyzUbFokwP2dvrDlQB4AaABAg
55,,@chessmaster9070,23/03/2024 12:25,0,no,no,It's often beneficial to address a problem without inadvertently causing new ones in the process.,UCp5ChABPxX72igqJ5HRdXeg,Ugw606_1oWKwVGzSO9d4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugw606_1oWKwVGzSO9d4AaABAg
56,,@andrewsarchus6036,23/03/2024 13:00,0,no,no,"Ya I was never at all happy with the trend to simply invent cosmological undetectable ""stuff"" in order to prop up old hypotheses.  Hopefully JWST will finally make an end of this kind of bullcrap.",UCnYWA5gmkGoeAjrR3y8-kPw,UgwKu1CF51E_hBAdPRh4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgwKu1CF51E_hBAdPRh4AaABAg
57,,@genghisthegreat2034,23/03/2024 13:03,0,no,no,"If there's no dark matter, how do we explain the rotational velocity characteristics of the arms of galaxies ?",UCmXEOj83Eg1OA98WdhKI3Rw,UgznP9X55BKYHymxDwp4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgznP9X55BKYHymxDwp4AaABAg
58,,@zeronetster,23/03/2024 13:55,0,no,no,Suggests,UCTocJAWT59VbPlC5AjgrQmw,UgzVBwOuyq9OqP2uyJB4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzVBwOuyq9OqP2uyJB4AaABAg
59,,@challenger2ultralightadventure,23/03/2024 14:29,0,no,no,"True science is always open to the consideration that ""I might be wrong"". Only fake science claims ""the science is settled"". Fake science and religious cults are often one and the same. It is very refreshing to see real science making a comeback. At least in some avenues of study.",UCN7Vrj5NsU08NMYa4dOutsA,Ugy1ToQO2TtfXDs49ad4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugy1ToQO2TtfXDs49ad4AaABAg
60,,@notyou6950,23/03/2024 15:24,0,no,no,Finally someone is questioning the orthodoxy. Good.,UC_bKBkwLBtxU0hhbmGV8qPw,UgyPylG7M8-7Lk8aMKl4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyPylG7M8-7Lk8aMKl4AaABAg
61,,@antonystark9240,23/03/2024 15:36,0,no,no,"It took over 50 years and a lot of diverse observations for the existence of Dark Matter to become an accepted theory.  Astrophysicists were skeptical and looking for counter-examples that whole time.  As things stand now, the existence of Dark Matter is demonstrated by quite a lot of data, making for a consistent model with enormous explanatory power.  Furthermore, we know that a fraction of the Dark Matter is simply thermalized neutrinos, and they're not going to go away.  It's been understood for decades that there are modifications to gravity that can mock Dark Matter, but that would require abandoning General Relativity, with all of its confirming observations.  Those theories are ugly.",UC_DJmumdpWnNuldNPPXnK6A,UgyqA-W9sjZ-UyW6w-h4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyqA-W9sjZ-UyW6w-h4AaABAg
62,,@alpineflauge909,23/03/2024 16:20,0,no,no,thank you,UC_GNTXpH393LseLY2c9PmMA,UgzVjgk06Kb-YWt4HR94AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzVjgk06Kb-YWt4HR94AaABAg
63,,@ozzy6162,23/03/2024 16:24,0,no,no,"Some of these results have already been explained - some are not galaxies while the distances to others were wrongly calculated and were closer than first thought - a common event in cosmology research. The other results will be revisited by the JWST and investigated further. 
Invoking the ""tired light hypothesis"" is almost certainly not the answer. If photons lost energy then it would change its momentum as they travelled through the universe and so it would result in the blurring of stars and galaxies - other problems include it doesn't account for the change in the sky's brightness over time, the universe's thermal spectrum, and it also can't account for the black body spectrum of the cosmic microwave background without some incredible coincidences.",UCK9d-gMsyFzxK8o6nmWo0iA,UgzJWsB95aW432NJlyZ4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgzJWsB95aW432NJlyZ4AaABAg
64,,@JeanSarfati,23/03/2024 19:02,0,no,no,Isn't this one of the MOND' theory from Mordehai Milgrom ??🤔,UCan4HNcogqtSjdV2svU5Rcw,UgyNhj7Zgcg_ol6onqF4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgyNhj7Zgcg_ol6onqF4AaABAg
65,,@DJTheTrainmanWalker,23/03/2024 19:12,0,no,no,"This makes no sense.... 'Dark matter/energy' is... And always was... A place holder for >something< we cannot see/detect that acts on observerd matter/energy, in ways which we would normally attribute to matter/energy.

If research detects or explains what causes the observed effect... This describes what 'dark matter/energy' is. 

This is just changing a name in the light of new data...",UCCLjBaPdDPXhrQdI4lZEIaQ,Ugy2_yjMpTk7C_SwE8F4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugy2_yjMpTk7C_SwE8F4AaABAg
66,,@pierregrondin4273,23/03/2024 20:46,0,no,no,"Sorry but just saying there is no dark matter is not enough, you need to provide convincing explanations, otherwise this video teaches nothing and is just a clickbate or slogans.",UC6GHK0LqIkguC1zvdSnKbMQ,UgxC4qfWl3DexswS7XB4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=UgxC4qfWl3DexswS7XB4AaABAg
67,,@TheSilentHeel,23/03/2024 20:50,2,no,no,This dude seems to be ALL IN on this theory. Zero bias here lmao,UCNGi2puk9eAUHlrgD7WAZcQ,Ugxzc-Yb1I3VbyCblBZ4AaABAg,https://www.youtube.com/watch?v=cdqqn9o7XS4&lc=Ugxzc-Yb1I3VbyCblBZ4AaABAg
