comment_author,comment_time,comment_likes,comment_text,post_url
@jorgehalvorsen2254,2023-11-01 13:06:31,0.0,What's so funny is your conversation doesn't matter.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@bystander1489,2023-11-01 10:49:48,1.0,Most are in agreement that it's repulsive gravity and stated by einsteins calculations,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@wade8518,2023-11-01 09:46:29,0.0,Try recalculating with Einstein's equations. Account for time dilation in a gravitation field. I bet you will see that you should have done this a long time ago instead of speculating about something that was calculated wrongly. It's a relativity problem. Please do a bit of math,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Nahulanham,2023-11-01 00:41:55,0.0,Neil - if you want to know what these two forces are just ask me.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@tianyase,2023-10-16 20:18:14,0.0,Y'all we never know enough about outter space because you don't go within the space inside your bodies enough.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@jasongraham5648,2023-10-04 12:00:49,1.0," People dont think the universe be like it is, but it do. 
Black science man",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@candeffect,2023-10-03 18:49:00,0.0,Anti-God scientists create unverifiable useless scenarios to justify the trashed eternities they are living for.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@randmayfield5695,2023-10-03 18:41:58,1.0,"Label both ""gods"" and let Kenneth and Gloria Copeland handle the details from there.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@tousifislam6415,2023-10-03 09:28:13,0.0,The thing that you are mentioning is 'Allah'. We have clue,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@alinaitzal1173,2023-10-02 15:32:15,0.0,"Unlike religion, in Science it's OK to not understand shit... Not having a CHEAP, EASY answer that came from a man in a dress selling Middle Eastern Religion is kind of nice... Oh and God ALWAYS needs your money faithful people... pay your tithes rubes!",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Dream.big.dreams,2023-10-02 10:54:13,0.0,If the universe is expanding wouldnt it be expanding into empty space?  And as such wouldnt that cause the expansion to be accelerating?  Because the universe is moving towards equilibrium.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@blackvanwyk,2023-10-02 03:50:31,0.0,So confident in bullshit,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@zf5656,2023-10-02 03:26:49,0.0,No shit Neil. We too heard it when it was explained by Brian Cox.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@danb8863,2023-10-02 00:26:12,0.0,Oscillations of fluctuations expanding and acceleration to the point of collapsed impulsive contractions in pockets of so called gravity waves...,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@bilalasim6289,2023-10-01 19:50:45,0.0,It all came without a creator ??,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Amanlovesrashi,2023-10-01 18:27:55,0.0,In Hinduism we called that Shiva,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@ronbernardi,2023-10-01 04:22:10,0.0,Wait .. are you trying to tell me that religious creation beliefs are based on 3*% of matter. Whaaaaat!,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@JonathanMarcy,2023-09-20 21:49:29,0.0,-.- no there is no such thing as dark energy,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@lovernotfighter,2023-09-02 22:25:30,0.0,What is the Universe expanding into? Is there something that the Universe is inside of?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@sigma_six,2023-09-02 22:00:08,0.0,"Now he is getting my attention...  because he is humbling himself to the truth of what science really knows... respect...  science is a tool, a process, not the be all end all... why people like Fauci are abusers and liars....",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@grandad40,2023-09-02 12:19:51,0.0,IF BLACK HOLES NEED OR US UP TO POWER THEMSELVES THEN THE BLACK HOLES SUCKSION WILL BE POWERING THE EXPANSION PULLING AND KEEPING IT AWAY N OUT OF PLANET EARTH'S INNER ATMOSFEAR TO PROTECT THE CREATORS PRECIOUS HUMANS FROM CANCER DARK MATTER ?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@JezzBowden,2023-09-02 10:20:10,0.0,Why even give it a name!? Why not just admit you dont know!?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@waelltifi,2023-09-02 10:16:45,0.0,I like this guy unlike that mikuku or something japanese guy who talk about dark energy and dark matter as if he uses them daily in making his breakfast ???? hhhh,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@dennissaunders5818,2023-09-01 19:37:37,0.0,In the beginning let there be light separated light from the dark and still a accelerations away? We live in a body the body you have is a temple the soul is real god is real ! The word and who you are what you do matters to manny have the wool pulled over our lives in society Jesus Christ thur him all things are possible The way the truth and the life all of it yet all dont know him god bless,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@ShannonSmith4u2,2023-09-01 13:45:34,1.0,Maybe it's the presence of the Almighty God.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@RobertTaylor-sw7wj,2023-09-01 13:03:48,2.0,"I believe it's the pull of gravity,from another universe!!!",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@xondeez757,2023-08-20 09:46:20,0.0,Prophet Muhammad saw said this universe is just the first. There are 6 other universes on top of each other (could be literally) and each universe is way larger than the previous one.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@sclogse1,2023-08-03 23:28:19,0.0,"Dark matter is expired radiation. Been around a long time. But it facilitates nonexpired radiation by feeding it. You don't think light can travel forever at light speed without stopping at a fill up station, do you?",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@gladiator1342,2023-08-03 11:10:41,0.0,And hes skeptical about God ???????,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@JB-ru4fr,2023-08-03 08:58:26,0.0,Flashing the 666 hand sign. I think somebody has a clue,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Light-qi8ol,2023-08-03 02:02:23,5.0,dark energy is indeed fascinating,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@annaval119,2023-08-01 20:02:30,1.0,Mass Effect. It's been solved years ago,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@myaccount4400,2023-08-01 04:58:37,0.0,So it's like a ventilator pushing energy...,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@locowachipanga561,2023-08-01 04:07:07,6.0,Darth Vader likes this video.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@brilliantignorance806,2023-07-04 19:49:43,0.0,Maybe the Dark Energy is what some call GOD ijs,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@skipboac2072,2023-07-03 23:41:34,0.0,Dark matter doesn't exist and it's a lazy answer for people that refuse to seek the answer. Dark matter is this magical thing that fills in all the holes in our theorys,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@cestraig,2023-07-03 13:24:26,2.0,Black holes are what makes dark matter expand. People will begin to realise this one day,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@akkad-bakkad,2023-07-01 15:29:41,3.0,still we have audacity to deny God,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Outdoorcookwarereviews,2023-07-01 04:11:27,0.0,Scientists just add dark when they dont understand anything,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@unbendedurchin1821,2023-06-12 09:26:43,0.0,I thought we knew its matter but we only know its made of neutrinos and we dont know what the rest of its mass is composed of I finished the whole physics book,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@miguelandmelanne8817,2023-06-10 23:16:03,1.0,"To put it simply and metaphorically, dark matter is Gods super glue that holds the universe together.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@robertdoyle6287,2023-06-04 05:58:34,0.0,If you dont know something then UNTIL you do it is only an HYPOTHESIS.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@xcaliber4141,2023-06-04 00:04:21,0.0,I can guarantee its gonna be just expansion of universe still going on like and strength of an explosion nothing then big crunch might happen,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Rational_upper_cut,2023-06-03 18:27:47,0.0,Are you guys scared of being dead not dying just not being hereidea you guys but I dont want to lose you..,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@bathin813,2023-06-01 21:53:56,0.0,how would they know something that they cannot measure see or interact in any sort exists. isn't that outside of science,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@nonsense7303,2023-06-01 20:47:46,0.0,The first time you met total ignorance? ??,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@fazergazer,2023-06-01 20:41:13,130.0,"I thought about what dark matter is, and finally realized: it doesnt matter",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@slowpoke226,2023-06-01 15:07:39,7.0,"Translation; When they say they know how big or how old or how anything else works in the universe, it is a guess.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@SqwarkParrotSpittingFeathers,2023-06-01 14:50:07,0.0,"We think, but are not sure, so we should not be defining it as an actually.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@alanobrien4020,2023-06-01 14:35:27,3.0,"the awe and wonder of science and the universe 
compared to the prison of religion that extracts control and primitive ignorance",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@AugDock,2023-06-01 10:37:42,914.0,"I wasnt speeding, Officer. The space between us was expanding",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@marioarguello6989,2023-06-01 03:05:00,0.0,"What about Darkie Pompous Ass Matter, what is that made of?",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@colinnixon7739,2023-05-04 23:39:00,0.0,It's the force,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@benzgang8206,2023-05-04 07:35:07,0.0,Its called GOD /Jesus buddy look no further !,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@danguee1,2023-05-03 13:22:12,0.0,"That graphic showing the 'kinds of matter' is completely wrong. 99% of the matter we DO know is in stars - where there is no solid, liquid or gas: there's only plasma and other exotic forms. So, the graphic might look clever/funny - but is wholly ignorant.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@hubertcumberdale6404,2023-05-01 23:28:24,2.0,There's just a massive black hole just outside of our universe. Boom. Where's my prize??,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@Deano14397,2023-05-01 22:19:31,0.0,My threory is the universe is like a donut and it spinning continuously and it's the spinning thats creating the gravity and the sugar strands are the galaxies spinning away ?? ©?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@wsxcde21,2023-05-01 12:17:09,0.0,"whos we that guy talking about? not him not me. its stupid to try associate ""mankind"" with the fairyland space some theoretical physics proposes. there's no evidences to support them. its ridiculous  to try hide behind mankind supposed discovery as a fact and use it as a breakthrough in science when it's in fact the opposite of science.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@isaljaguar7800,2023-04-25 00:30:13,0.0,"Dark matter is a theory... it is not a scientific fact... most of what he speak is theory, but speaks it as facts",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@EJSchreck,2023-04-01 06:39:07,348.0,"Yep, when we cant figure it out, we just throw a Dark up front ??",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@pmhum,2023-04-01 04:25:43,1.0,"He made the things we can see and the things we cant see... Everything was created through him and for him. He existed before anything else, and he holds all creation together.
Colossians 1:16?-?17",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@harrylongdick1303,2023-04-01 03:05:49,1.0,For all we know our whole understanding of physics is completely wrong and there is no dark matter or dark energy. Just our understanding fails to represent the force they have on our universe.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@ZubinGulati,2023-03-30 18:38:49,1.0,Woo hoo! Gravitons may be real! And whaaaaat? Levitons too? Sight maybe gravilevitons too?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@haleluyabeharu4524,2023-03-30 17:41:21,0.0,What if dark matter is an illustion and dark energy is a energy that created by that illustion,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@mrollins4684,2023-03-30 15:06:43,0.0,"He knows from experience, right? Rrrrrright....",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@10thletter40,2023-03-29 16:24:42,1.0,"Wouldn't it make sense if dark energy isn't any energy whatsoever but the ripples of 3D space itself. 

""no, you normie"" *hr long explanation*",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@davinhiscock290,2023-03-29 13:38:58,0.0,Experts of nothing are funny Freemasons are funny clowns,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@denisdimitrov5051,2023-03-29 11:10:25,0.0,"Guys please answer me. Is it possible, that the universe is expanding as an oposite force to gravity pulling everything up? Or second scenario, everything is actually getting smaller and we think we are expanding?",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@cthawk6770,2023-03-28 23:06:12,0.0,"The ancient story of Gilgamesh, should have provided you a clue.
Now, we have Goblekli Tepe.
What is it, that is so special, so frightening, that gives comparatively, baby governments, to fear what has been? Written, literally, in stone? 
What are the secrets about understanding our past, future and present?
That; we arent given the tools to work with, that weve earned?
Capitalism, be damned, when it incarcerates the masses with the ignorance of servitude.

Take that, to the Bank.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@MIHMediaInc,2023-03-27 16:08:39,0.0,As a dark person I feel aggrieved that the word dark is being used in science for things unknown. But hey we occupy 97% baby. ??,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@MIHMediaInc,2023-03-27 16:04:43,3.0,"""We have no clue & we do not know"".
It would be great if this disclaimer is stated before all science theories.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@charleypetty6242,2023-03-27 12:01:07,1.0,Showing Yashua is still the holder of the secrets of the universe.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@naturescritter4691,2023-03-26 00:28:15,0.0,"I figured it out, if I just call something dark, then it means I dont understand it

I love dark crypto currencies",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@tonyhutto3049,2023-03-24 10:29:57,0.0,"Yeah, this is the Math!? do we know what we're measuring",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@walterbbellemy1947,2023-03-24 02:52:20,0.0,For the 1st time a physicist says something that's poignant and factual that they don't know something and I praise him for that because a lot of our clients can be at times it's a hypothesis of someething.,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@realitycheck1018,2023-03-24 01:37:43,0.0,"So, if space itself is expanding, then why doesn't the matter suspended within it expand apart?  Why are the molecules that comprise you, not flying apart?",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@rightreasons7908,2023-03-21 11:40:04,0.0,He just admits that they have no clue of what 97% of the universe is doing. Then turns around and says he doesnt believe in God. Is it possible that God exist somewhere in the 97% of stuff that youre ignorant about?,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@roberthamill1277,2023-03-19 13:57:42,0.0,And everything that he just said is true - so far...,https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@tommylee2663,2023-03-19 05:42:04,0.0,"If u dont know the answer, just say god did it.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@clarksteel9891,2023-03-18 11:40:55,0.0,"""We got no clue he said"" yet its been pass on  generation to generation that outside of the world you only see chaos energy and nothing more.scientist make it more complicated because they never want to understand/admit it.",https://youtube.com/shorts/FbdsyybTyEA?si=quzOjODpGlA1JLA1
@grigorovnikola7757,2024-03-28 15:51:05,0.0,"""Black matter"" only exists in someone's brain.  Therefore, only ""genius"" people receive awards for claims in which they openly claim to know nothing.  It is known by Mr. ""E"".",https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@MrConstitutionDay,2024-02-14 04:54:40,0.0,"Dark matter is quite real.
Check it out. Here's the most probable approach to the problem.

The evidence of dark matter is overwhelming. Sadly the evidence for the standard model particle of dark matter is completely lacking. Here's the problem. Dark Matter has been around for far longer than standard model particles. Since they are so old and slow moving and neutral and massive they are not found just anywhere. In fact they tend to be found only at the centers of large massive objects like stars and planets and moons and the like. Otherwise, they are found in the halos of galaxies. The exception would seem to be large massive yet fragmented objects, such as the asteroid belt protoplanet between Mars and Jupiter. The masses of dark matter particles may well have several varieties from the least massive and youngest to the most massive and oldest. The least massive and youngest may well fall into the logarithmic scale proportional to that between Gravity and Electromagnetism. This is the hierarchical scale with Hadronic and Leptonic quarks at one end, the bottom end of this scale. This spans 10^36 in a scale proportional to the relative number of dimensions applying to this scale. Clearly there must be several dimensions in this scale. Approximately 7 dimensions seems to be the least massive divisision of this logarithmic scale that makes any sense. Applying a natural scale suggests that at minimum 1/18 of 36 or about 10^2 times as massive as quarks for the least massive initial stages or types of forms of dark matter, while 1/7 of 36 or about 10^5 or more times as massive as quarks for the most massive forms of the initial stages or types of dark matter. Consequentially, small quantities of this novel form of dark matter should be able to be detected, then found, isolated, formally discovered, transported, refined and manufactured. Obviously research and developments  in the asteroid  belt are going to be instrumental in this discovery. The slow pace of space exploration seems to mean that it's going to be a while before we get this discovery at long last. Of course, the future of dark matter doesn't really begin until its formal discovery, so we'll have to wait till then, whenever that may be.",https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@guruwu1566,2024-01-24 05:36:24,1.0,Dark Matter = Gods Creative Force,https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@SLAUGHTERBG,2023-09-19 17:47:18,0.0,"Dark matter accounts for five times as much of the universe as ordinary matter. However, we know little about it other than that it only interacts with ordinary matter through gravity. Despite our lack of knowledge, scientists do have overwhelming indirect evidence for dark matter. For example, scientists can explain how galaxies rotate and how the large-scale structure of the universe forms and evolves by dark matters existence. The term dark matter was coined in 1933 by Fritz Zwicky of the California Institute of Technology to describe the unseen matter that must dominate one feature of the universethe Coma Galaxy Cluster. The galaxies in the Coma Cluster were moving too quickly for as much mass as there appeared to be, and dark matter was a potential explanation. In the 1970s, Vera Rubin of the Carnegie Institution found evidence for dark matter in her research on galaxy rotation. But the nature of dark matter remains a mystery.

Scientists have several candidates for the types of particles that make up dark matter. One possibility is that dark matter is made of WIMPs (weakly interacting massive particles) that would have 1 to 1,000 times more mass than a proton. Another candidate is the axion, a particle ten-trillionth of the mass of an electron. In theory, axions would convert to a particle of detectable light (called a photon) in the presence of a strong magnetic field. Alternately, dark matter may also exist in a rich and complex set of particles.",https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@Nocturnal_Reality,2023-09-16 10:48:53,4.0,"I might have an explanation for dark matter but i cant explain it here 
I need my nobel prize damn it!",https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@ammarkhan8582,2023-09-15 00:40:25,0.0,"Allah made angels and devils, and it is mentioned in the Quran that the devils are 9 times more numerous than humans, while angels are 9 times more numerous than devils. However, we cannot see them. We can conclude that these invisible beings could be made from a type of matter. We can name it dark matter, white matter, or invisible matter. It is still unknown to humans which type of matter God used to create them. I think that what we are looking for to explain it more in detail scientist need to study deeper in religious artefacts so they can describe it properly. 

If we combine science with religious facts and study them together that would be the answer what we are searching for as a human being",https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
@syedarman4172,2023-05-31 14:43:16,0.0,What about blackholes? We can't directly see them and they also have a very high gravitational force,https://youtube.com/shorts/Vp8r5AOR688?si=PMlX8puCdwxwilhy
