comment_author,comment_time,comment_likes,comment_text,post_url
@georgehagstrom1461,2023-12-24 01:34:02,1.0,The universe exists within a gravitational field.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@danhilbert6163,2023-12-19 07:26:46,0.0,"One way to ascertain if there is dark matter is to capture a cubic centimeter of interstellar space from the ISS and place it in a sealed container.  Once back in the lab, fire electrons into the container.  Next, using a photo multiplier tube and then send a spark into the sample.  If a flash of light shows up on the photo multiplier, you will know that the dark matter is actually naked protons.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@boonedockjourneyman7979,2023-12-17 17:19:51,0.0,NOT what it DOES but what it IS.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@TomHendricksMusea,2023-12-15 01:17:21,1.0,"Dark Energy and Dark Matter May Be Anti Gravity.

This drawing makes a case for anti gravity, not gravity, as the force that comes from acceleration.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@americancitizen4259,2023-12-13 13:45:57,0.0,Dark matter seems a lot like the cytoplasm of a cell. Instead of allowing microorganisms and proteins etc move through it it's like a gravity blanket with wrinkles in it that could be the very fabrics that holds the universe together.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@kickinghorse2405,2023-12-03 01:41:28,1.0,"On the controversy over whether or not ""dark matter"" exists: ""We're overreacting to a label that overstates our actual knowledge of what it actually is . . . We imply that we know that 'it' is matter, but we don't.""

NdGT",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@ac4185,2023-11-30 21:20:28,0.0,Maybe they need to get some ghost hunters to help them.  It could be spirit matter and energy.  I imagine there are a lot of dead people living in a big ole spirit world ??,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@antumurikks4861,2023-11-27 16:47:25,0.0,"dark matter is mathematical error gravitional constant (g), it show only cosmolocical scales and dark energy is repulsive gravity.. simple as horses breath",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@pobsdad,2023-11-24 23:21:02,0.0,"If dark matter makes up most of the universe, and 'normal' matter is only about 5%, aren't WE the exotic matter, and dark matter is the norm? Maybe there is another dark universe with dark matter scientists wondering what the weird 5% of undetectable matter is? Are we someone else's dark matter?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@stevenlochner4619,2023-11-20 20:01:27,0.0,"Matter causes gravity, but does gravity always imply matter? That's quite a leap.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@FirstLast-fb7kk,2023-11-19 14:03:14,0.0,"With the expansion of the universe getting faster, will there be a time when the universe expands beyond its capability resulting in a complete separation of all matter due to dark matters inability to 'hold' it all together?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@munirahmed-nw1ry,2023-11-03 20:24:26,0.0,Allah made it .. and it's take orders from him because when he want to do anything he say be and it going to be.. Allah Akbar ??? Ya Allah forgive us ...,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@andreasfehlau4965,2023-10-30 21:25:36,0.0,"Refute my page 2 and so on and I'll believe you everything you want.
Or is everyone too cowardly to meet with me in a reasonable dialogue.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@DanceForceJesus,2023-10-21 14:52:03,0.0,"Science is good, but just that sometimes we take out our emotions and beliefs and force it in there, to create something which we think is superior than faith in God, I want to see one person evolving maybe to something else, or a dog becoming a cat, it's like someone saying, hey your nose billions of years was mouth, what, how could I eat, see, how perfect and beautiful the Galaxy is, you too, humans,  let's be logical, do you think you're a product of randomness? If you say that evolution is true, what about biochemical processes which must exist at ounce, the right sun intensity for sun, and so many others, I believe I'm perfectly created, not randomly made by a non eternal force or chemical,  whatever you say, actually,  I just don't have enough faith to believe that all the beauty I see is randomly made, can you compound, how randomly make it's self look nice or designed? Or it's you a person who thinks it be like that, look, something without mind can't design, you evolutionists have much faith than me, I can't compare your faith with any Christian, it's soo much that you thought at a time, your great great .... great ancestor was a chimp, now maybe, you had never thought about it, matter is not eternal, matter cannot start it self, I just can't accept that nothing created something,  big bang, how about if maybe you say, before big bang, all things were inside being organized that at ounce they come out , so hence a big bang, but still, what was organizing it, it requires mind, or sodium and other elements have brains that they thought about when to bang the thing, you see a car can't drive it's self, wait, maybe with AI, but who's behind it,  well it didn't code it self, but a mind, I have much to say, but wake up from your dreams and see the truth. Love you all.?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@DanceForceJesus,2023-10-21 14:25:42,0.0,"What caused the bigbang, you're talking about Dark Matter and energy, good enough you've said it, ""You can't understand"" do you think you can ever know, whole about it, it's time you acknowledge God, who the bible says holds all things together,  but we humans are stubborn thinking science can solve it all",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@manglemush,2023-10-16 01:05:45,0.0,a huge very science brain but a social dolt STOP WITH WOKE-ISMS,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@jazzhop906,2023-10-09 08:11:11,0.0,"Lol, I heard someone bring that up... ''Dark energy'' but it's funny he is just circular reasoning I thought he knew but he does not know also. Science is cool but theory is not science. This just boosts their ego.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@Harry_Tick,2023-09-30 23:51:11,0.0,Next he'll tell us what a woman is. Along the spectrum of course.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@soco13466,2023-09-21 04:01:39,0.0,"On a cosmic scale, the speed of light is painfully slow. There must be a way to overcome the limitations of light speed. Time figures into it. Here is something to think about: Light, electromagnetic radiation, etc, travels in all directions from a single point. Can time do the same? Is time direction the differentiation between supposed multiple universes?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@ErikRoot,2023-09-11 13:35:53,0.0,What is in a vacuum ?  Isn't  a. Vacuum void of matter?  What is  inside the. Event horizon of a Black Hole ? Isn't it a Vacuum?,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@ck_xooz,2023-08-18 20:05:33,0.0,Thats God who held them together,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@swingtrades,2023-08-18 19:04:25,0.0,Best theory on dark matter I've seen so far. https://www.youtube.com/watch?v=39_ztXmbYco,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@richardbacon429,2023-08-17 21:19:45,0.0,Is it just gravity is not a force its mass affect of space time cannot it be that space time is not uniform and dark enegy  is the momentum from the big bank ?,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@BrianCStratton,2023-08-12 21:00:41,0.0,"I would like to begin admitting I am an ignorant human but nonetheless very curiuos as well.

I know this may not sit well with physicists but I would like to present a very limited understanding of Buddhist cosmology because this presentation takes into account both the physical realms of the universe and non-physical realms of consciousness and may shed some inkling of insight into the ""matter."" 

Just as there are multiple planes or levels of consciousness that we can experience correspondingly, according to Buddhist cosmology, there are multiple planes in which consciousness can reside. Ths most subtle being the ""Formless realm"" where, as the name implies, there is no physical form yet consciousness resides. This is followed by the ""Form realm"", which does contain a subtle physical form, and then the ""desire realm"" where we are. To add to the complexity of this, there are multiple planes of existence within each of these realms in which beings, whose number, like the universe, is infinite, reside according to the karmic relationship of the cause-and-effect nature of consciousness and matter. 

Now for the relationship to the unfolding of cosmic inflation and the big bang. It is said that our universe, being one of infinite, is formed in stages from elements going from subtle to gross; begining with ""wind"" and settling into ""earth."" The ""winds"" churning, or power, or formation, is dependent on and has a direct relationship with consciousnesses in the formless realm. This wind, in turn,  creates fire, creating water, and then finally earth. Where t=0 in the formation of the universe only ""winds,"" and likewise formless beings,  were present driving inflation and evolution of the universe to the point where conditions for each successive element to form; the very hot dense beginning being fire, then water, then stars and planets corresponding to the element of earth. Each stage, likewise, becomes the physical conditions needed for the individual consciousness from the various realms to reside; as the universe formation evolves so too do its conscious inhabitants.

SO what is dark matter and energy?

I propose, and i am just saying this to spark imagination and possibility:

Dark matter = The beings residing on other planes in the universe that we are not able to (and my never be able to) detect 

Dark energy = The forces and interrelationship of matter and consciousness of the various beings that reside within the universe",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@LemarFrench,2023-08-07 00:29:07,0.0,"Maybe...just maybe, we need to redefine ""LIFE""...I think most of us can agree our universe is a, ""LIVING"", universe...with that comprehension, we give so much credit to simple organisms, single-celled organisms; biological ""LIFE""...maybe, ""INTELLIGENT"" life isn't based on an ""Earth-an"" context so much so as it's more of a universal expression, the planet itself is alive; life here is only a fraction of what's popular on a universal scale,  like American Football vs. Soccer.  If you think in. terms of fractals, it's the universe replicating itself again and again infinitely, that's why micro mimics macro...and the inside of your eye's iris looks like a ""Blackhole""...or how a ""Blackhole"" mimics a tornado, hurricane, whirlpools...galaxies are like major metropolitan cities...why do people congregate to these areas...veins mimic electrical pathways which mimic trees. and their branches...light particles can detect when they're being monitored, what's the difference between a meteorite and a gull stone?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@yadhu_anand,2023-07-30 12:49:00,0.0,"What if dark matter is regular matter in a different dimension of our same universe. Let's say our universe has 3+ dimensions, excluding the time dimension. And if we occupy dim 1,2,3 and then other matter occupy dim 4,5,6 or even 4,5,6,7 if they are Quadro dimensional. And this extra dimensional matter cannot interact with our matter. But since they reside in the same space time of our universe, it bends it and that causes this ""dark gravity"".",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@paulmetrich87,2023-07-18 00:58:11,0.0,Dude shut up with fake shit ELECTRIC UNIVERSE THEORY RULES,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@sams.358,2023-07-05 01:25:29,11.0,"I was expecting to watch this video and have some of my questions of dark matter answered, but ended up leaving with none of them being answered and with even more unanswered questions ??????. I love it",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@luisaleman2187,2023-07-01 22:26:13,0.0,This crazy but what if humans souls are actually the dark matter no heaven nor hell we simply become one with the universe???????,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@Gfmjones,2023-06-26 05:21:23,0.0,So let me understand this when we visit indigenous people on planet earth they want to kill us so we figure its smart to go to another planet to discover or mess with other life forms???,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@RaddyBRadness,2023-06-18 05:56:49,0.0,Funny they say its invisible and does not directly interact with us .Niel even goes as far as saying a multiverse most likely exist to creat this must needed added gravity to make the math work .Heres a easy more literally believable theory .GOD,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@nicolasbrown8541,2023-06-02 06:50:49,0.0,EVERYTHING WILL BE FINISHED WHEN TIME BECOMES FASTER BEYOND IMAGINATION_INVISBILITY_END OF ALL MAYA N COSMIC ILLUSIONS_END OF GOD CONCEPT N NOTHINGNESS_NO MORE INFINITY CYCLES,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@j.v.n,2023-05-30 13:22:34,0.0,So typical of humans that they need to create/imagine something to match their understanding of reality.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@cosmoshfa88savant66,2023-05-29 10:31:44,0.0,"What does Neil Degrasse Tyson say to pickup a lady?
""Hey, would you like to get astro physical with my dark matter?""",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@douglasking9383,2023-05-13 23:58:04,0.0,", there is no dark matter! It exists as a result of scientists fundamental misunderstanding of the comparison of the configurations of a solar system and a galaxy. You say they are the same but there are not. The solar system is like a system of balls orbiting around a central ball. Gravity holds the solar system in that particular configuration. The result is the inner balls orbit more quickly than the outer balls. Then you made the mistake of visualizing the galaxies as a similar system of balls orbiting around a central point. That is, in fact, not the case at all. Have you ever heard of an amusement park ride called The Octopus? Its an attraction that has several seats located along the tentacles of the 'octopus' that radiate outward. The patrons sit on the seats which are flung around on these tentacles at speed. The thing about this ride is it resembles very closely how spinning galaxies look face on. Gravity, in the case of the galaxies, holds the stars in a similar manner to seats on our Octopus. Gravity binds the stars within chains of fellow stars that radiate out of the central point of the galaxy, like tentacles of an octopus. That's the galaxy's configuration, which is different from that of the solar system. You may observe that the Octopus tentacles orbit the centre at a constant speed so that the inner seats move at the same speed as the outer seats. Now imagine that the tentacles of our amusement park Octopus are flexible so that the outer seats are whipped out at a greater speed than the inner seats. This is exactly what we see with galaxies, the outer stars are moving faster than the inner stars because of this whipping effect. Nowhere in my explanation does it require the existence of so-called ""dark matter"". 

If we picture the Universe as a spiral, not too dissimilar to a galaxy where the 'stars' are galaxies, then the red shift is just an indication of the furthest galaxies being whipped about like the arms of the galaxies. No dark matter needed. The existence of dark energy can be explained by substituting dark matter in its place. Unless you can provide an example that can be explained with dark energy exclusively, I don't see the need for dark energy at all. I hate to say it, but you scientists have been so buried in your formulas that you can't see the simple solutions that are staring you right in the face.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@Lambda.Function,2023-05-11 17:22:49,0.0,"""We know that dark matter is real."" No. This is not science. You're asserting that our current theories of gravity and physics are axiomatically correct. We know they're not correct, and engaging in science requires us to be skeptical that they are correct, not assume them to be so. Einstein correctly noted when he modified his theory of relativity several times regarding dark matter that it was inelegant and just a correction for a wrong theory.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@astrophysicsquestions3572,2023-05-04 17:32:34,0.0,"Not violating what we know about dark energy, we only have 2 origins for this fenomena, First is ST is creating itself, and this iam sure it will violate physical laws. The second is that ST is being created at each individual galaxy system.    Just picture 3 galaxies in strait line, if all create ST at same rate we would see the 3rd is moving faster for us at first rather the the second one. This is Heistein relativity. Now picture instead of a strait line, galaxies creating ST in a 3D environment, you can easily add em all up as to get to where we now call hubble constant.  
If so then only 2 fenomena have enough raw power to pull this off. First is the smbhole at center of all galaxies by the process of eating up star systems. or each individual star is creating ST, 100MB stars adding up, will get us the dramatic pulling away from every1 else. If it is indeed created at start level, then we need to rethink e=mc2, as putting ST correctly in that formula could present real cool science. Peace!!",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@ManyHeavens42,2023-04-25 14:09:57,1.0,"******How about this Positive Matter becomes Negative Matter, hahaha wheres the Radiation and dark Matter 
will kill you its even in our magnets telephones ,TVs",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@thedouglasw.lippchannel5546,2023-04-25 11:43:34,0.0,"So, within the MTS equation we have all wavelengths, from the shortest (Black Hole) to the longest (Dark Energy). Dark Matter then is a wavelength not as long as Dark Energy.  But CIG Theory still needs a more direct link to the reality of the electromagnetic spectrum in the context that the spectrum proceeds at ""c"". Are we sure it always proceeds at ""c""? Maxwell made this link yes, but in CIG, the ""c"" portion of the spectrum is reserved for Dark Energy, while the lesser rates = more solid forms of matter. Quantum Gravity appears resolved in CIG. But this aspect of melting CIG into the spectrum because of the consistency of the spectrum to travel at ""c"" confuses me. Any help would be appreciated. CIG resolves so many quantum and cosmological conundrums. We know it is correct. While inherent to CIG is the link between Dark Matter and Dark Energy, the direct reference to Dark Matter waves was absorbed from Dr. Lisanti's Simon Foundation video on Dark Matter. She is amazing. The offering then is that we extend the wavelength to Dark Energy which is much much longer than even Dark Matter. The MTS equation links Black Holes to Dark Energy. As stated above though, that issue of ""c"" as applied to the spectrum bothers me. HELP!",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@Aces77777,2023-04-09 11:04:51,0.0,"It's the force from Star Wars, that's what dark matter is",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@pennyhofstader2461,2023-03-19 20:04:32,0.0,There you lost me. When you said we dont have data but real theoretical and philosophical concepts. You are actually telling me that you are just telling another fairy tale.,https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@lenmargolin4872,2023-03-17 15:39:53,0.0,"I have great respect for NdGT,  especially as an eloquent spokesman for science in general.  To call him the best known astrophysicist of all time is an amazing overstatement, at least in the physics community.  Have you never heard of Hawking, Chandrasekhar, Copernicus, Kepler, et al.?",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@patrickfuchs3859,2023-03-12 21:21:44,0.0,"""We don't know what it is"" so we basically fill in the mathematical blanks with it.  Perhaps dark matter is the complete absence of matter which is 100% a vacuum of empty space between two or more types of matter.  Dark matter is 'nothing', and the vacuum of nothing is a fifth force... which would explain why the expansion of the universe picks up speed the further out we observe.",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
@KneeBenderservant,2023-03-03 13:27:56,0.0,"For the person that isnt satisfied with science not having anything other than unending speculation about  lifes hardest questions: 
For in him all things were created: things in heaven and on earth, visible and invisible, whether thrones or powers or rulers or authorities; all things have been created through him and for him. Colossians 1",https://www.youtube.com/watch?v=uBbxXNhZ78c&pp=ygULZGFyayBtYXR0ZXI%3D
