Exported by,ExportComments.com,,,,,,,
Source URL,https://m.facebook.com/reel/255558900926908,,,,,,,
Timezone,UTC,,,,,,,
,,,,,,,,
Some Comments may not appear here because of their privacy settings,,,,,,,,
,,,,,,,,
,,Name (click to view profile),Profile ID,Date,Likes,Stars,Comment,(view source)
28,,Bernie Opalinsky,100000785023178,27/02/24 23:30:53,,,"
[PHOTO] https://scontent.fath5-1.fna.fbcdn.net/v/t39.30808-6/429576358_7251452088224220_3834653381432226650_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aLPGwPGEmdkAb6EKY14&_nc_ht=scontent.fath5-1.fna&oh=00_AfBC8L9AKEucRHtdWTTQ25D45nfwSoZGDuTgB9qZnjVZNQ&oe=66346FFE",view comment
29,,Pat Abondanza,1842259762,28/02/24 03:32:51,,,"maybe why black holes are entirely dark....because, dark matter has coalesced by the gravitational force.",view comment
30,,Vernon Freeman,100001055342208,28/02/24 04:43:12,,,Does it actually speed up and slow down in its orbit?,view comment
31,,Roger Hensley,100000548951769,28/02/24 19:04:40,,,"Is a Black Hole made of matter? Yes.Can you see it ?  NoThen a Black Hole is Dark Matter,",view comment
32,,John Cecere,628869038,28/02/24 22:35:59,,,"I kind of get it. Dark matter is theoretical, but it really just gives us an unproven explanation of things we don't currently understand about gravity. However, we are humans and we'll get to the bottom of this. That being said, I think a ""dark matter star"" is kind of a stretch.",view comment
33,,Don Jensen,100006857282294,29/02/24 02:56:27,,,"A black hole, stars don't orbit unless influenced by something much more powerful than it.",view comment
34,,Jerry McFadden,1797467218,01/03/24 00:29:22,,,"We need to go there, get that star, bring it back here to Earth ??.  Then, we won't need any energy forever.  The reason why they won't is because the Deep State won't let them!!!",view comment
35,,Boris Häußler,593208209,01/03/24 03:07:06,,,"No.We can measure some activity of the black hole, in agreement with those models. We also know that there is plenty of (normal matter) gas around the galactic center. If there WAS a antimatter star, there would be ENORMOUS amounts of energy being emitted from that (baryonic/normal) gas falling onto that antimatter star and annihilating each other.Nobody in the scientific community thinks that there's a antimatter star there.",view comment
36,,Carl Edwin Loose,100000076213043,01/03/24 05:04:59,,,"At one time 'no-one can cross an ocean, an airplane could never fly, humans will never travel faster than a running horse, a voice would never be heard from miles away, pictures will never 'move', and a computer will never be small enough or inexpensive enough to have one at home. Give them time, after all Africa was once known as 'the dark continent. Most of the MAP OF NORTH AMERICA was blank paper , ,",view comment
37,,Luke Koenig,1336452374,02/03/24 05:18:24,,,Okay,view comment
,,,,,,,,
